zip_code,state_code,service_type,avg_price,min_price,max_price
22517,VA,Executive Protection,55.3,41.36,69.24
22520,VA,Unarmed Guard,33.2,18.79,47.61
22520,VA,Armed Guard,47.58,31.77,63.39
22520,VA,Executive Protection,51.24,40.7,61.78
22523,VA,Unarmed Guard,31.0,19.69,42.32
22523,VA,Armed Guard,44.03,32.16,55.9
22523,VA,Executive Protection,79.22,58.45,99.98
22524,VA,Unarmed Guard,30.07,18.49,41.65
22524,VA,Armed Guard,46.28,25.52,67.04
22524,VA,Executive Protection,67.41,59.63,75.2
22526,VA,Unarmed Guard,26.49,19.42,33.56
22526,VA,Armed Guard,53.61,31.65,75.56
22526,VA,Executive Protection,62.47,44.81,80.12
22529,VA,Unarmed Guard,40.93,19.45,62.41
22529,VA,Armed Guard,39.39,33.47,45.31
22529,VA,Executive Protection,79.92,54.97,104.88
22530,VA,Unarmed Guard,32.95,18.76,47.13
22530,VA,Armed Guard,31.73,22.11,41.35
22530,VA,Executive Protection,74.52,54.03,95.01
22534,VA,Unarmed Guard,30.15,19.17,41.13
22534,VA,Armed Guard,34.66,24.2,45.11
22534,VA,Executive Protection,56.88,47.3,66.46
22535,VA,Unarmed Guard,22.13,18.73,25.54
22535,VA,Armed Guard,58.74,35.76,81.72
22535,VA,Executive Protection,57.28,50.15,64.42
22538,VA,Unarmed Guard,25.4,18.65,32.15
22538,VA,Armed Guard,35.78,26.53,45.03
22538,VA,Executive Protection,72.24,56.82,87.66
22539,VA,Unarmed Guard,42.43,19.42,65.43
22539,VA,Armed Guard,33.46,26.02,40.89
22539,VA,Executive Protection,67.18,52.42,81.94
22542,VA,Unarmed Guard,44.13,19.96,68.31
22542,VA,Armed Guard,40.27,31.34,49.2
22542,VA,Executive Protection,62.15,47.75,76.55
22545,VA,Unarmed Guard,38.5,19.56,57.44
22545,VA,Armed Guard,60.07,39.99,80.16
22545,VA,Executive Protection,73.01,53.75,92.28
22546,VA,Unarmed Guard,26.9,18.42,35.37
22546,VA,Armed Guard,33.9,29.03,38.77
22546,VA,Executive Protection,57.98,49.67,66.28
22547,VA,Unarmed Guard,40.56,19.86,61.26
22547,VA,Armed Guard,54.22,39.27,69.16
22547,VA,Executive Protection,62.18,43.3,81.06
22548,VA,Unarmed Guard,25.45,19.47,31.42
22548,VA,Armed Guard,40.31,35.66,44.96
22548,VA,Executive Protection,49.34,42.52,56.16
22553,VA,Unarmed Guard,40.33,19.36,61.3
22553,VA,Armed Guard,30.25,27.08,33.41
22553,VA,Executive Protection,56.13,47.0,65.26
22565,VA,Unarmed Guard,37.07,18.11,56.03
22565,VA,Armed Guard,43.14,32.23,54.05
22565,VA,Executive Protection,78.71,56.65,100.77
22567,VA,Unarmed Guard,42.69,19.56,65.82
22567,VA,Armed Guard,43.73,37.06,50.41
22567,VA,Executive Protection,68.93,46.84,91.01
22577,VA,Unarmed Guard,35.26,19.8,50.72
22577,VA,Armed Guard,49.7,25.44,73.97
22577,VA,Executive Protection,74.17,56.09,92.24
22578,VA,Unarmed Guard,38.92,18.38,59.45
22578,VA,Armed Guard,45.79,31.94,59.64
22578,VA,Executive Protection,67.59,48.11,87.08
22579,VA,Unarmed Guard,40.66,18.34,62.99
22579,VA,Armed Guard,56.02,34.59,77.45
22579,VA,Executive Protection,56.35,41.31,71.39
22580,VA,Unarmed Guard,28.65,18.09,39.2
22580,VA,Armed Guard,43.12,33.82,52.42
22580,VA,Executive Protection,61.16,57.49,64.83
22601,VA,Unarmed Guard,25.16,19.02,31.31
22601,VA,Armed Guard,33.66,26.61,40.71
22601,VA,Executive Protection,46.04,43.1,48.97
22610,VA,Unarmed Guard,22.35,19.1,25.61
22610,VA,Armed Guard,32.96,21.02,44.89
22610,VA,Executive Protection,72.36,56.02,88.7
22630,VA,Unarmed Guard,43.09,19.61,66.57
22630,VA,Armed Guard,30.15,21.99,38.31
22630,VA,Executive Protection,49.75,43.84,55.67
22611,VA,Unarmed Guard,36.25,19.85,52.66
22611,VA,Armed Guard,51.44,30.06,72.82
22611,VA,Executive Protection,56.65,47.27,66.03
22620,VA,Unarmed Guard,43.23,18.33,68.13
22620,VA,Armed Guard,60.96,39.09,82.84
22620,VA,Executive Protection,63.21,58.17,68.25
22624,VA,Unarmed Guard,39.93,18.29,61.57
22624,VA,Armed Guard,56.11,34.85,77.37
22624,VA,Executive Protection,63.68,54.29,73.07
22625,VA,Unarmed Guard,41.93,19.98,63.88
22625,VA,Armed Guard,59.03,34.71,83.36
22625,VA,Executive Protection,61.84,54.28,69.4
22626,VA,Unarmed Guard,37.37,19.41,55.33
22626,VA,Armed Guard,49.82,25.47,74.17
22626,VA,Executive Protection,61.71,48.56,74.87
22627,VA,Unarmed Guard,39.35,19.92,58.78
22627,VA,Armed Guard,33.93,28.13,39.73
22627,VA,Executive Protection,71.3,53.9,88.71
22637,VA,Unarmed Guard,31.8,18.79,44.81
22637,VA,Armed Guard,36.08,24.46,47.7
22637,VA,Executive Protection,68.12,50.45,85.78
22639,VA,Unarmed Guard,30.23,18.54,41.92
22639,VA,Armed Guard,33.87,27.95,39.8
22639,VA,Executive Protection,60.41,43.4,77.42
22642,VA,Unarmed Guard,42.68,19.43,65.93
22642,VA,Armed Guard,42.92,33.42,52.41
22642,VA,Executive Protection,69.08,49.29,88.88
22657,VA,Unarmed Guard,23.16,18.18,28.15
22657,VA,Armed Guard,49.2,35.89,62.51
22657,VA,Executive Protection,63.82,53.67,73.97
22643,VA,Unarmed Guard,31.11,19.18,43.04
22643,VA,Armed Guard,56.69,36.55,76.83
22643,VA,Executive Protection,61.58,49.34,73.81
22644,VA,Unarmed Guard,36.12,18.36,53.88
22644,VA,Armed Guard,39.54,30.17,48.92
22644,VA,Executive Protection,45.16,40.14,50.17
22645,VA,Unarmed Guard,32.62,19.66,45.57
22645,VA,Armed Guard,30.73,24.7,36.76
22645,VA,Executive Protection,57.76,51.58,63.93
22655,VA,Unarmed Guard,32.43,18.47,46.4
22655,VA,Armed Guard,46.07,37.83,54.31
22655,VA,Executive Protection,75.82,55.86,95.78
22646,VA,Unarmed Guard,30.06,19.52,40.59
22646,VA,Armed Guard,39.5,32.81,46.19
22646,VA,Executive Protection,61.59,46.01,77.17
22652,VA,Unarmed Guard,35.91,19.28,52.55
22652,VA,Armed Guard,38.89,21.34,56.44
22652,VA,Executive Protection,63.46,59.51,67.4
22654,VA,Unarmed Guard,28.93,19.73,38.13
22654,VA,Armed Guard,27.75,24.74,30.76
22654,VA,Executive Protection,70.58,49.28,91.89
22656,VA,Unarmed Guard,21.05,18.53,23.57
22656,VA,Armed Guard,45.53,29.76,61.31
22656,VA,Executive Protection,68.49,54.76,82.22
22660,VA,Unarmed Guard,30.99,19.04,42.95
22660,VA,Armed Guard,54.53,32.3,76.75
22660,VA,Executive Protection,69.65,58.33,80.97
22663,VA,Unarmed Guard,25.65,18.09,33.2
22663,VA,Armed Guard,57.77,35.9,79.65
22663,VA,Executive Protection,47.96,43.59,52.33
22664,VA,Unarmed Guard,22.57,19.11,26.03
22664,VA,Armed Guard,40.01,29.51,50.52
22664,VA,Executive Protection,65.79,54.48,77.1
22701,VA,Unarmed Guard,30.32,18.2,42.45
22701,VA,Armed Guard,45.03,34.29,55.77
22701,VA,Executive Protection,49.95,43.31,56.59
22727,VA,Unarmed Guard,25.52,19.28,31.76
22727,VA,Armed Guard,44.38,36.58,52.19
22727,VA,Executive Protection,56.16,41.69,70.63
22712,VA,Unarmed Guard,38.01,18.13,57.89
22712,VA,Armed Guard,32.08,28.19,35.97
22712,VA,Executive Protection,71.73,51.0,92.45
22713,VA,Unarmed Guard,38.21,18.55,57.87
22713,VA,Armed Guard,42.12,23.12,61.13
22713,VA,Executive Protection,68.91,57.46,80.36
22714,VA,Unarmed Guard,40.68,18.65,62.71
22714,VA,Armed Guard,44.55,37.48,51.62
22714,VA,Executive Protection,70.37,54.4,86.34
22715,VA,Unarmed Guard,35.35,18.42,52.29
22715,VA,Armed Guard,46.08,22.78,69.39
22715,VA,Executive Protection,64.3,54.97,73.64
22718,VA,Unarmed Guard,22.47,18.28,26.67
22718,VA,Armed Guard,47.79,36.45,59.13
22718,VA,Executive Protection,73.03,57.22,88.83
22742,VA,Unarmed Guard,28.56,19.48,37.64
22742,VA,Armed Guard,47.15,23.41,70.9
22742,VA,Executive Protection,72.95,57.61,88.29
22723,VA,Unarmed Guard,38.78,18.32,59.24
22723,VA,Armed Guard,55.9,34.09,77.71
22723,VA,Executive Protection,66.14,53.36,78.92
22726,VA,Unarmed Guard,42.32,19.57,65.07
22726,VA,Armed Guard,25.15,21.09,29.22
22726,VA,Executive Protection,48.01,45.11,50.9
22728,VA,Unarmed Guard,35.87,19.56,52.18
22728,VA,Armed Guard,49.89,38.08,61.69
22728,VA,Executive Protection,77.78,57.39,98.18
22729,VA,Unarmed Guard,34.93,19.71,50.15
22729,VA,Armed Guard,44.04,35.97,52.12
22729,VA,Executive Protection,47.95,40.12,55.77
22730,VA,Unarmed Guard,38.92,19.87,57.97
22730,VA,Armed Guard,30.57,26.07,35.08
22730,VA,Executive Protection,69.28,52.42,86.13
22731,VA,Unarmed Guard,30.14,19.95,40.33
22731,VA,Armed Guard,44.47,25.37,63.56
22731,VA,Executive Protection,70.98,47.33,94.64
22733,VA,Unarmed Guard,43.77,19.11,68.42
22733,VA,Armed Guard,59.1,37.85,80.35
22733,VA,Executive Protection,48.53,44.99,52.06
22734,VA,Unarmed Guard,32.53,18.43,46.63
22734,VA,Armed Guard,59.91,38.84,80.97
22734,VA,Executive Protection,51.82,43.97,59.68
22737,VA,Unarmed Guard,31.05,19.82,42.27
22737,VA,Armed Guard,51.5,28.12,74.87
22737,VA,Executive Protection,64.59,51.89,77.28
22738,VA,Unarmed Guard,32.13,19.16,45.1
22738,VA,Armed Guard,39.3,22.82,55.79
22738,VA,Executive Protection,68.44,44.12,92.76
22740,VA,Unarmed Guard,29.62,19.91,39.32
22740,VA,Armed Guard,51.25,31.33,71.17
22740,VA,Executive Protection,52.08,42.86,61.29
22747,VA,Unarmed Guard,36.82,19.5,54.13
22747,VA,Armed Guard,54.0,33.13,74.88
22747,VA,Executive Protection,73.49,48.94,98.04
22748,VA,Unarmed Guard,36.87,19.94,53.79
22748,VA,Armed Guard,37.14,34.62,39.66
22748,VA,Executive Protection,62.09,45.34,78.84
22801,VA,Unarmed Guard,38.71,19.45,57.97
22801,VA,Armed Guard,50.97,38.11,63.83
22801,VA,Executive Protection,56.87,44.58,69.15
22802,VA,Unarmed Guard,40.15,19.59,60.7
22802,VA,Armed Guard,42.4,31.59,53.21
22802,VA,Executive Protection,51.52,46.58,56.45
22810,VA,Unarmed Guard,39.85,18.26,61.45
22810,VA,Armed Guard,53.01,39.02,67.01
22810,VA,Executive Protection,59.7,40.35,79.06
22811,VA,Unarmed Guard,29.81,19.53,40.09
22811,VA,Armed Guard,41.81,38.29,45.32
22811,VA,Executive Protection,51.38,41.37,61.4
22815,VA,Unarmed Guard,31.06,18.52,43.6
22815,VA,Armed Guard,43.23,37.09,49.37
22815,VA,Executive Protection,60.4,47.22,73.59
22812,VA,Unarmed Guard,24.09,19.69,28.48
22812,VA,Armed Guard,30.63,27.11,34.16
22812,VA,Executive Protection,77.8,53.67,101.93
22820,VA,Unarmed Guard,40.12,18.07,62.17
22820,VA,Armed Guard,42.21,30.37,54.04
22820,VA,Executive Protection,61.09,50.01,72.18
22821,VA,Unarmed Guard,37.13,19.21,55.05
22821,VA,Armed Guard,60.49,37.07,83.92
22821,VA,Executive Protection,74.18,54.29,94.06
22824,VA,Unarmed Guard,37.04,18.75,55.32
22824,VA,Armed Guard,54.47,38.26,70.69
22824,VA,Executive Protection,65.53,48.98,82.08
22827,VA,Unarmed Guard,25.84,19.81,31.88
22827,VA,Armed Guard,40.43,26.29,54.56
22827,VA,Executive Protection,53.25,44.05,62.44
22830,VA,Unarmed Guard,42.92,18.1,67.74
22830,VA,Armed Guard,51.83,37.91,65.75
22830,VA,Executive Protection,54.48,48.4,60.57
22831,VA,Unarmed Guard,37.69,19.95,55.43
22831,VA,Armed Guard,44.36,21.15,67.58
22831,VA,Executive Protection,72.67,59.73,85.6
22833,VA,Unarmed Guard,31.36,19.22,43.51
22833,VA,Armed Guard,55.85,36.71,75.0
22833,VA,Executive Protection,78.07,53.71,102.43
22834,VA,Unarmed Guard,32.81,18.39,47.23
22834,VA,Armed Guard,37.88,27.91,47.85
22834,VA,Executive Protection,51.59,40.75,62.43
22835,VA,Unarmed Guard,42.31,19.32,65.3
22835,VA,Armed Guard,44.79,29.48,60.11
22835,VA,Executive Protection,53.34,42.8,63.88
22840,VA,Unarmed Guard,43.4,18.69,68.12
22840,VA,Armed Guard,54.56,38.42,70.69
22840,VA,Executive Protection,64.94,44.95,84.93
22841,VA,Unarmed Guard,42.35,18.1,66.59
22841,VA,Armed Guard,46.08,32.67,59.5
22841,VA,Executive Protection,68.29,59.91,76.68
22842,VA,Unarmed Guard,22.88,18.16,27.6
22842,VA,Armed Guard,37.75,30.88,44.62
22842,VA,Executive Protection,58.78,51.08,66.47
22843,VA,Unarmed Guard,40.21,18.69,61.73
22843,VA,Armed Guard,48.76,29.75,67.77
22843,VA,Executive Protection,72.91,53.77,92.06
22844,VA,Unarmed Guard,38.79,19.69,57.89
22844,VA,Armed Guard,37.01,29.67,44.35
22844,VA,Executive Protection,72.33,57.69,86.98
22845,VA,Unarmed Guard,26.42,19.05,33.79
22845,VA,Armed Guard,30.66,25.23,36.09
22845,VA,Executive Protection,60.78,55.49,66.07
22846,VA,Unarmed Guard,28.35,19.4,37.31
22846,VA,Armed Guard,59.76,36.51,83.01
22846,VA,Executive Protection,68.8,53.39,84.21
22847,VA,Unarmed Guard,29.98,19.97,40.0
22847,VA,Armed Guard,50.14,28.44,71.83
22847,VA,Executive Protection,58.64,44.25,73.03
22849,VA,Unarmed Guard,36.57,18.52,54.62
22849,VA,Armed Guard,50.81,26.63,74.98
22849,VA,Executive Protection,64.44,47.77,81.12
22850,VA,Unarmed Guard,37.93,19.23,56.62
22850,VA,Armed Guard,47.12,38.07,56.18
22850,VA,Executive Protection,51.6,44.89,58.31
22851,VA,Unarmed Guard,42.95,18.17,67.73
22851,VA,Armed Guard,56.2,38.11,74.29
22851,VA,Executive Protection,70.33,48.64,92.03
22853,VA,Unarmed Guard,26.9,19.19,34.6
22853,VA,Armed Guard,38.97,21.67,56.27
22853,VA,Executive Protection,59.95,56.2,63.69
22906,VA,Unarmed Guard,38.16,18.62,57.71
22906,VA,Armed Guard,62.77,39.87,85.66
22906,VA,Executive Protection,57.94,51.66,64.21
22902,VA,Unarmed Guard,27.68,18.39,36.96
22902,VA,Armed Guard,25.81,22.28,29.35
22902,VA,Executive Protection,62.19,47.19,77.18
22905,VA,Unarmed Guard,37.09,18.23,55.95
22905,VA,Armed Guard,37.36,31.03,43.68
22905,VA,Executive Protection,74.19,50.51,97.87
22920,VA,Unarmed Guard,21.61,18.83,24.4
22920,VA,Armed Guard,41.68,27.94,55.42
22920,VA,Executive Protection,60.7,41.92,79.49
22980,VA,Unarmed Guard,41.15,19.55,62.74
22980,VA,Armed Guard,50.04,27.61,72.48
22980,VA,Executive Protection,61.61,58.64,64.58
22922,VA,Unarmed Guard,24.45,18.59,30.3
22922,VA,Armed Guard,45.41,35.65,55.16
22922,VA,Executive Protection,59.73,51.47,67.99
22949,VA,Unarmed Guard,23.98,19.25,28.7
22949,VA,Armed Guard,43.85,28.86,58.84
22949,VA,Executive Protection,59.88,50.36,69.4
22923,VA,Unarmed Guard,33.85,19.7,48.01
22923,VA,Armed Guard,44.0,37.25,50.74
22923,VA,Executive Protection,66.03,49.1,82.97
22942,VA,Unarmed Guard,26.64,18.38,34.89
22942,VA,Armed Guard,37.74,24.31,51.18
22942,VA,Executive Protection,71.75,51.04,92.46
22924,VA,Unarmed Guard,42.0,18.15,65.86
22924,VA,Armed Guard,38.76,33.43,44.09
22924,VA,Executive Protection,55.07,47.18,62.95
22931,VA,Unarmed Guard,23.5,18.96,28.04
22931,VA,Armed Guard,49.02,38.01,60.04
22931,VA,Executive Protection,74.35,59.04,89.67
22932,VA,Unarmed Guard,29.74,18.53,40.94
22932,VA,Armed Guard,48.71,28.77,68.64
22932,VA,Executive Protection,55.35,41.58,69.11
22973,VA,Unarmed Guard,34.07,19.33,48.8
22973,VA,Armed Guard,60.84,38.73,82.94
22973,VA,Executive Protection,56.88,44.8,68.97
22936,VA,Unarmed Guard,35.27,18.54,52.01
22936,VA,Armed Guard,54.94,35.0,74.88
22936,VA,Executive Protection,61.08,40.76,81.4
22937,VA,Unarmed Guard,21.92,18.44,25.41
22937,VA,Armed Guard,48.55,27.65,69.44
22937,VA,Executive Protection,61.41,50.59,72.23
22938,VA,Unarmed Guard,28.27,19.47,37.08
22938,VA,Armed Guard,51.44,31.65,71.22
22938,VA,Executive Protection,64.52,49.54,79.51
22969,VA,Unarmed Guard,24.94,19.09,30.8
22969,VA,Armed Guard,50.35,39.3,61.39
22969,VA,Executive Protection,56.82,51.71,61.94
22939,VA,Unarmed Guard,24.56,19.04,30.08
22939,VA,Armed Guard,49.4,39.83,58.96
22939,VA,Executive Protection,45.29,40.41,50.17
22940,VA,Unarmed Guard,37.11,19.75,54.48
22940,VA,Armed Guard,56.01,33.0,79.02
22940,VA,Executive Protection,55.78,50.96,60.6
22943,VA,Unarmed Guard,24.56,18.36,30.77
22943,VA,Armed Guard,34.31,25.42,43.19
22943,VA,Executive Protection,69.1,56.56,81.65
22945,VA,Unarmed Guard,24.51,19.26,29.77
22945,VA,Armed Guard,44.38,24.28,64.47
22945,VA,Executive Protection,71.02,47.45,94.59
22946,VA,Unarmed Guard,28.07,19.48,36.66
22946,VA,Armed Guard,50.04,34.28,65.81
22946,VA,Executive Protection,56.32,42.5,70.15
22947,VA,Unarmed Guard,31.59,19.24,43.95
22947,VA,Armed Guard,49.55,25.84,73.26
22947,VA,Executive Protection,59.15,53.96,64.34
22948,VA,Unarmed Guard,35.41,18.06,52.76
22948,VA,Armed Guard,41.93,33.84,50.03
22948,VA,Executive Protection,62.33,45.44,79.23
22960,VA,Unarmed Guard,25.47,18.35,32.59
22960,VA,Armed Guard,43.86,35.0,52.73
22960,VA,Executive Protection,61.74,55.29,68.18
22952,VA,Unarmed Guard,21.92,18.89,24.94
22952,VA,Armed Guard,51.64,28.66,74.63
22952,VA,Executive Protection,60.71,46.33,75.09
22958,VA,Unarmed Guard,35.29,18.81,51.77
22958,VA,Armed Guard,53.18,36.15,70.21
22958,VA,Executive Protection,77.79,53.91,101.66
22959,VA,Unarmed Guard,43.65,19.58,67.71
22959,VA,Armed Guard,43.07,33.15,52.99
22959,VA,Executive Protection,54.4,40.18,68.62
22963,VA,Unarmed Guard,25.33,18.89,31.76
22963,VA,Armed Guard,43.76,32.24,55.28
22963,VA,Executive Protection,75.85,53.1,98.6
22964,VA,Unarmed Guard,34.94,19.17,50.72
22964,VA,Armed Guard,44.82,32.01,57.63
22964,VA,Executive Protection,47.75,41.9,53.6
22965,VA,Unarmed Guard,37.64,19.72,55.57
22965,VA,Armed Guard,44.55,35.73,53.37
22965,VA,Executive Protection,58.94,53.89,63.99
22967,VA,Unarmed Guard,26.99,18.24,35.74
22967,VA,Armed Guard,42.12,35.74,48.51
22967,VA,Executive Protection,49.44,44.44,54.43
22968,VA,Unarmed Guard,41.88,18.51,65.26
22968,VA,Armed Guard,33.26,24.86,41.66
22968,VA,Executive Protection,75.24,50.56,99.91
22971,VA,Unarmed Guard,38.24,19.52,56.96
22971,VA,Armed Guard,54.77,38.14,71.39
22971,VA,Executive Protection,75.8,56.43,95.17
22972,VA,Unarmed Guard,40.87,18.42,63.33
22972,VA,Armed Guard,62.83,39.08,86.59
22972,VA,Executive Protection,75.79,57.05,94.54
22974,VA,Unarmed Guard,39.97,18.44,61.5
22974,VA,Armed Guard,53.29,30.7,75.88
22974,VA,Executive Protection,72.82,59.87,85.77
22987,VA,Unarmed Guard,41.26,18.41,64.12
22987,VA,Armed Guard,42.51,26.19,58.83
22987,VA,Executive Protection,53.57,45.44,61.7
23001,VA,Unarmed Guard,31.09,18.7,43.49
23001,VA,Armed Guard,53.29,29.73,76.84
23001,VA,Executive Protection,80.5,56.67,104.33
23002,VA,Unarmed Guard,44.69,19.78,69.61
23002,VA,Armed Guard,33.06,21.52,44.6
23002,VA,Executive Protection,69.78,48.96,90.6
23003,VA,Unarmed Guard,44.36,19.54,69.19
23003,VA,Armed Guard,44.55,39.51,49.58
23003,VA,Executive Protection,53.73,50.32,57.13
23004,VA,Unarmed Guard,30.71,19.86,41.55
23004,VA,Armed Guard,52.11,29.03,75.2
23004,VA,Executive Protection,57.11,42.33,71.89
23123,VA,Unarmed Guard,41.79,18.45,65.13
23123,VA,Armed Guard,46.79,38.76,54.83
23123,VA,Executive Protection,80.33,55.36,105.31
23005,VA,Unarmed Guard,28.32,18.72,37.93
23005,VA,Armed Guard,36.07,28.62,43.53
23005,VA,Executive Protection,75.45,57.98,92.92
23009,VA,Unarmed Guard,41.92,19.03,64.81
23009,VA,Armed Guard,37.0,22.76,51.23
23009,VA,Executive Protection,73.76,57.3,90.21
23011,VA,Unarmed Guard,27.02,19.59,34.45
23011,VA,Armed Guard,31.13,26.27,35.99
23011,VA,Executive Protection,58.46,49.09,67.83
23168,VA,Unarmed Guard,32.97,18.77,47.17
23168,VA,Armed Guard,46.23,25.12,67.34
23168,VA,Executive Protection,49.99,41.81,58.17
23015,VA,Unarmed Guard,33.04,18.96,47.12
23015,VA,Armed Guard,53.56,29.43,77.68
23015,VA,Executive Protection,74.13,49.32,98.94
23018,VA,Unarmed Guard,22.87,19.03,26.7
23018,VA,Armed Guard,38.12,21.83,54.4
23018,VA,Executive Protection,75.16,57.49,92.82
23109,VA,Unarmed Guard,27.68,18.53,36.83
23109,VA,Armed Guard,43.3,21.22,65.37
23109,VA,Executive Protection,74.06,52.42,95.7
23022,VA,Unarmed Guard,21.89,19.03,24.75
23022,VA,Armed Guard,51.41,32.1,70.73
23022,VA,Executive Protection,75.16,55.29,95.03
23148,VA,Unarmed Guard,32.39,19.63,45.14
23148,VA,Armed Guard,46.84,33.97,59.72
23148,VA,Executive Protection,67.57,58.0,77.13
23024,VA,Unarmed Guard,33.55,18.75,48.34
23024,VA,Armed Guard,47.79,36.55,59.03
23024,VA,Executive Protection,54.4,51.71,57.09
23128,VA,Unarmed Guard,43.95,19.84,68.05
23128,VA,Armed Guard,49.0,33.44,64.55
23128,VA,Executive Protection,59.69,41.84,77.54
23027,VA,Unarmed Guard,28.57,18.32,38.81
23027,VA,Armed Guard,57.24,36.88,77.59
23027,VA,Executive Protection,69.98,45.37,94.6
23030,VA,Unarmed Guard,41.06,18.04,64.08
23030,VA,Armed Guard,35.04,31.2,38.88
23030,VA,Executive Protection,66.07,50.74,81.41
23032,VA,Unarmed Guard,31.96,19.82,44.09
23032,VA,Armed Guard,54.05,33.48,74.63
23032,VA,Executive Protection,71.04,47.94,94.14
23175,VA,Unarmed Guard,25.45,18.64,32.27
23175,VA,Armed Guard,32.87,23.22,42.52
23175,VA,Executive Protection,71.34,57.82,84.85
23035,VA,Unarmed Guard,41.6,19.55,63.65
23035,VA,Armed Guard,44.19,30.61,57.78
23035,VA,Executive Protection,70.39,48.24,92.53
23038,VA,Unarmed Guard,28.83,18.11,39.55
23038,VA,Armed Guard,53.56,37.33,69.78
23038,VA,Executive Protection,75.58,57.61,93.56
23039,VA,Unarmed Guard,26.9,19.02,34.78
23039,VA,Armed Guard,56.73,36.89,76.57
23039,VA,Executive Protection,61.1,49.13,73.07
23102,VA,Unarmed Guard,22.49,18.07,26.92
23102,VA,Armed Guard,37.69,30.18,45.19
23102,VA,Executive Protection,55.82,48.07,63.56
23040,VA,Unarmed Guard,35.56,19.84,51.28
23040,VA,Armed Guard,48.17,36.48,59.86
23040,VA,Executive Protection,70.31,52.91,87.72
23043,VA,Unarmed Guard,29.6,19.7,39.49
23043,VA,Armed Guard,36.02,28.03,44.01
23043,VA,Executive Protection,73.61,55.35,91.87
23047,VA,Unarmed Guard,35.46,19.99,50.93
23047,VA,Armed Guard,60.38,39.52,81.23
23047,VA,Executive Protection,59.93,44.12,75.75
23050,VA,Unarmed Guard,37.22,19.87,54.57
23050,VA,Armed Guard,44.3,38.11,50.49
23050,VA,Executive Protection,63.36,47.93,78.78
23055,VA,Unarmed Guard,28.64,19.45,37.83
23055,VA,Armed Guard,29.52,21.26,37.79
23055,VA,Executive Protection,60.7,46.12,75.28
23056,VA,Unarmed Guard,36.51,18.9,54.12
23056,VA,Armed Guard,30.14,21.61,38.67
23056,VA,Executive Protection,65.09,56.18,74.01
23060,VA,Unarmed Guard,31.9,19.86,43.93
23060,VA,Armed Guard,47.62,24.24,71.0
23060,VA,Executive Protection,52.95,42.15,63.76
23061,VA,Unarmed Guard,26.28,19.47,33.1
23061,VA,Armed Guard,38.75,33.61,43.88
23061,VA,Executive Protection,79.27,58.23,100.32
23062,VA,Unarmed Guard,28.1,18.4,37.81
23062,VA,Armed Guard,50.0,29.61,70.39
23062,VA,Executive Protection,61.45,57.29,65.61
23063,VA,Unarmed Guard,37.56,19.04,56.09
23063,VA,Armed Guard,48.68,32.6,64.77
23063,VA,Executive Protection,62.12,41.73,82.52
23064,VA,Unarmed Guard,37.58,19.45,55.7
23064,VA,Armed Guard,43.5,25.65,61.34
23064,VA,Executive Protection,64.82,55.0,74.65
23065,VA,Unarmed Guard,40.45,19.78,61.13
23065,VA,Armed Guard,45.09,23.77,66.4
23065,VA,Executive Protection,71.89,50.67,93.11
23066,VA,Unarmed Guard,34.07,19.74,48.4
23066,VA,Armed Guard,49.75,31.99,67.5
23066,VA,Executive Protection,53.11,44.7,61.51
23067,VA,Unarmed Guard,42.21,19.83,64.6
23067,VA,Armed Guard,43.5,25.94,61.06
23067,VA,Executive Protection,49.02,40.07,57.97
23068,VA,Unarmed Guard,26.13,18.14,34.11
23068,VA,Armed Guard,39.26,27.99,50.52
23068,VA,Executive Protection,70.21,47.74,92.67
23069,VA,Unarmed Guard,38.86,19.34,58.37
23069,VA,Armed Guard,43.65,21.87,65.43
23069,VA,Executive Protection,63.57,54.45,72.69
23232,VA,Unarmed Guard,39.14,19.06,59.22
23232,VA,Armed Guard,38.33,21.52,55.13
23232,VA,Executive Protection,52.73,47.47,57.98
23070,VA,Unarmed Guard,35.75,18.49,53.01
23070,VA,Armed Guard,37.83,26.35,49.31
23070,VA,Executive Protection,62.19,42.23,82.14
23071,VA,Unarmed Guard,38.22,18.09,58.36
23071,VA,Armed Guard,45.65,21.16,70.14
23071,VA,Executive Protection,70.67,56.11,85.23
23072,VA,Unarmed Guard,38.63,18.59,58.67
23072,VA,Armed Guard,59.93,39.59,80.27
23072,VA,Executive Protection,69.61,50.96,88.25
23075,VA,Unarmed Guard,31.84,18.94,44.73
23075,VA,Armed Guard,51.12,26.42,75.82
23075,VA,Executive Protection,81.35,58.23,104.47
23076,VA,Unarmed Guard,42.01,18.67,65.35
23076,VA,Armed Guard,39.76,26.33,53.19
23076,VA,Executive Protection,64.42,42.27,86.57
23083,VA,Unarmed Guard,30.12,19.17,41.07
23083,VA,Armed Guard,41.03,38.45,43.61
23083,VA,Executive Protection,69.31,47.18,91.45
23084,VA,Unarmed Guard,37.93,19.98,55.88
23084,VA,Armed Guard,48.87,30.55,67.19
23084,VA,Executive Protection,59.38,52.33,66.43
23085,VA,Unarmed Guard,21.62,18.96,24.28
23085,VA,Armed Guard,38.77,25.26,52.28
23085,VA,Executive Protection,58.05,44.0,72.1
23086,VA,Unarmed Guard,40.45,18.29,62.61
23086,VA,Armed Guard,33.28,26.72,39.83
23086,VA,Executive Protection,61.57,46.69,76.46
